precursor	mirbase_id	chr	strand	start	end	type	intron_exon_pos	orientation_to_host	distance_upstream_exon	exp_mature	host_symbol	host_start	host_end	host_strand	Cerebellum	Heart	Testis	Brain	Kidney
hsa-mir-3064	MI0017375	chr17	-	62496892	62496957	intronic	11	sense	1171	hsa-miR-3064-5p	DDX5	62494374	62502484	-	1.78	0.48	0.79	0.79	0
hsa-mir-562	MI0003568	chr2	+	233037363	233037457	intronic	9	sense	9021	none	DIS3L2	232826293	233208678	+	0	0	0	0	0
hsa-mir-4706	MI0017339	chr14	+	65511406	65511487	intronic	9	sense	245	none	FNTB	65453507	65529370	+	0	0	0	0	0
hsa-mir-3607	MI0015997	chr5	+	85916314	85916392	intronic	2	sense	1001	hsa-miR-3607-5p	COX7C	85913784	85916583	+	0	0	0.39	0	0
hsa-mir-449b	MI0003673	chr5	-	54466474	54466570	intronic	2	sense	1846	hsa-miR-449b-3p	CDC20B	54408799	54469005	-	0	0	6.31	0	0
hsa-mir-33a	MI0000091	chr22	+	42296948	42297016	intronic	16	sense	446	hsa-miR-33a-3p	SREBF2	42229106	42302375	+	2.67	5.71	6.31	1.27	4.46
hsa-mir-1183	MI0006276	chr7	+	21510676	21510764	intronic	3	sense	40215	none	SP4	21467689	21554151	+	0	0	0	0	0
hsa-mir-7-1	MI0000263	chr9	-	86584663	86584772	intronic	16	sense	305	hsa-miR-7-1-3p	HNRNPK	86582998	86595569	-	7.35	2.85	2.36	5.24	2.5
hsa-mir-4640	MI0017267	chr6	+	30858660	30858749	intronic	5	sense	1453	hsa-miR-4640-5p	DDR1	2363959	2380033	+	0.89	0	0	2.22	0
hsa-mir-511	MI0003127	chr10	+	17887107	17887193	intronic	5	sense	4302	hsa-miR-511-3p	MRC1	18098352	18200091	+	0	13.32	76.46	0.32	38.55
hsa-mir-3129	MI0014146	chr2	-	189997762	189997837	intronic	1	sense	46397	hsa-miR-3129-3p	COL5A2	189896641	190044605	-	0	0.71	0	0	0
hsa-mir-6773	MI0022618	chr16	-	68267329	68267402	intronic	4	sense	269	none	ESRP2	68262450	68270136	-	0	0	0	0	0
hsa-mir-6739	MI0022584	chr1	+	201832501	201832575	intronic	13	sense	4379	hsa-miR-6739-5p	IPO9	201798288	201853422	+	0.22	0.24	0	0.32	0
hsa-mir-6516	MI0025513	chr17	+	75085499	75085579	intronic	1	sense	146	hsa-miR-6516-3p	SEC14L1	75084725	75213181	+	0	0.24	1.97	0.32	3.57
hsa-mir-4688	MI0017321	chr11	+	46397952	46398034	intronic	23	sense	5	hsa-miR-4688	DGKZ	46354455	46402104	+	2	0	0	3.97	0
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-5p	ABCF1	1832805	1852944	+	36.09	4.76	8.28	43.31	3.93
hsa-mir-1306	MI0006443	chr22	+	20073581	20073665	exonic	2	sense	0	hsa-miR-1306-5p	DGCR8	20067755	20099400	+	21.61	5.23	5.12	16.18	1.78
hsa-mir-6866	MI0022713	chr17	+	38318186	38318254	intronic	4	sense	22	hsa-miR-6866-5p	CASC3	38296507	38328431	+	0	0.24	0	0	0
hsa-mir-676	MI0016436	chrX	+	69242707	69242773	intronic	2	sense	65725	hsa-miR-676-3p	EDA	68835911	69259321	+	0	4.52	0.39	0.63	1.78
hsa-mir-4735	MI0017372	chr1	-	196551543	196551611	intronic	1	sense	25734	none	KCNT2	196194913	196577499	-	0	0	0	0	0
hsa-mir-1-2	MI0000437	chr18	-	19408965	19409049	intronic	12	antisense	9358	hsa-miR-1	MIB1	19321545	19450912	+	38.09	1575950	3514.23	1183.18	2982.18
hsa-mir-5196	MI0018175	chr19	+	35836416	35836530	exonic	12	sense	0	none	CD22	35820072	35838264	+	0	0	0	0	0
hsa-mir-6070	MI0020347	chr21	-	45029768	45029870	intronic	7	sense	3841	none	HSF2BP	44949072	45079374	-	0	0	0	0	0
hsa-mir-1-1	MI0000651	chr20	+	61151513	61151583	intronic	2	sense	641	hsa-miR-1	C20orf166	61147660	61167971	+	38.09	1575950	3514.23	1183.18	2982.18
hsa-mir-1910	MI0008331	chr16	-	85775227	85775306	intronic	1	sense	9226	hsa-miR-1910-3p	C16orf74	85741124	85784689	-	0.22	0	0	0	0
hsa-mir-1236	MI0006326	chr6	-	31924616	31924717	intronic	3	sense	1	none	RDBP	3252574	3259574	-	0	0	0	0	0
hsa-mir-3196	MI0014241	chr20	+	61870131	61870194	intronic	4	sense	165	hsa-miR-3196	BIRC7	61867276	61871854	+	0.45	0	0.39	3.65	0
hsa-mir-346	MI0000826	chr10	-	88024451	88024545	intronic	2	sense	99153	hsa-miR-346	GRID1	87359312	88126250	-	4.68	0	0.79	4.76	0
hsa-mir-4266	MI0015870	chr2	-	109930027	109930081	intronic	1	antisense	183458	none	SH3RF3	109745997	110262207	+	0	0	0	0	0
hsa-mir-584	MI0003591	chr5	-	148441876	148441972	intronic	1	sense	562	hsa-miR-584-3p	SH3TC2	148361713	148442737	-	0.22	0	0.39	0.16	0
hsa-mir-3158-2	MI0014187	chr10	-	103361174	103361254	intronic	4	antisense	81	hsa-miR-3158-5p	DPCD	103348089	103369410	+	0	0	1.58	0.16	0
hsa-mir-6834	MI0022679	chr6	+	33258022	33258102	intronic	3	sense	1	hsa-miR-6834-5p	PFDN6	4701188	4702525	+	0.22	0	0	0.32	0.18
hsa-mir-3158-1	MI0014186	chr10	+	103361174	103361254	intronic	4	sense	81	hsa-miR-3158-3p	DPCD	103348089	103369410	+	6.01	11.42	13.79	2.54	5.18
hsa-mir-6084	MI0020361	chr1	+	20960172	20960281	exonic	1	sense	0	none	PINK1	20959948	20978004	+	0	0	0	0	0
hsa-mir-4726	MI0017363	chr17	+	36875944	36876001	intronic	13	sense	108	hsa-miR-4726-5p	MLLT6	36861873	36886056	+	0.22	0.48	0	0.48	0
hsa-mir-6850	MI0022696	chr8	-	146017316	146017376	intronic	2	sense	1	none	RPL8	146015154	146017805	-	0	0	0	0	0
hsa-mir-1306	MI0006443	chr22	+	20073581	20073665	exonic	2	sense	0	hsa-miR-1306-3p	DGCR8	20067755	20099400	+	6.68	0.48	0.39	1.27	0.18
hsa-mir-660	MI0003684	chrX	+	49777849	49777945	intronic	3	sense	87925	hsa-miR-660-5p	CLCN5	49687225	49863892	+	2.9	43.54	123.75	3.65	234.71
hsa-mir-556	MI0003562	chr1	+	162312336	162312430	intronic	5	sense	9421	hsa-miR-556-5p	NOS1AP	162039581	162339813	+	0	2.38	0.39	0.16	2.32
hsa-mir-4747	MI0017386	chr19	+	4932699	4932752	intronic	3	sense	1811	none	UHRF1	4909510	4962165	+	0	0	0	0	0
hsa-mir-575	MI0003582	chr4	-	83674490	83674583	intronic	1	sense	44876	none	SCD5	83550690	83720010	-	0	0	0	0	0
hsa-mir-3156-2	MI0014230	chr18	+	14830165	14830241	intronic	27	sense	1858	none	ANKRD30B	14748239	14852737	+	0	0	0	0	0
hsa-mir-6726	MI0022571	chr1	-	1231490	1231550	intronic	16	sense	41	hsa-miR-6726-3p	ACAP3	1227764	1243269	-	0.22	0	0	0	0
hsa-mir-6792	MI0022637	chr19	+	7682325	7682391	intronic	17	sense	1	none	CAMSAP3	7660788	7683196	+	0	0	0	0	0
hsa-mir-548f-1	MI0006374	chr10	-	56367634	56367717	intronic	2	sense	56215	none	PCDH15	55562533	56561051	-	0	0	0	0	0
hsa-mir-3126	MI0014143	chr2	+	69330814	69330887	intronic	10	sense	742	hsa-miR-3126-3p	ANTXR1	69240276	69476459	+	0.22	0.24	0	0	0
hsa-mir-6830	MI0022675	chr5	-	131553542	131553611	intronic	3	sense	627	hsa-miR-6830-5p	P4HA2	131528304	131563556	-	0	0	0	0.32	0
hsa-mir-6882	MI0022729	chr15	-	75132983	75133048	intronic	4	sense	698	hsa-miR-6882-5p	ULK3	75128459	75135552	-	4.46	1.9	0.79	0.79	1.25
hsa-mir-944	MI0005769	chr3	+	189547711	189547798	intronic	2	sense	21396	hsa-miR-944	TP63	189349216	189615068	+	0	1.67	0	0	2.14
hsa-mir-4253	MI0015860	chr1	-	23189652	23189719	exonic	4	antisense	0	none	EPHB2	23037331	23241823	+	0	0	0	0	0
hsa-mir-5586	MI0019143	chr14	-	60113680	60113738	intronic	3	sense	79899	hsa-miR-5586-5p	RTN1	60062694	60337557	-	0	0	0	0.16	0
hsa-mir-4420	MI0016757	chr1	-	31212003	31212079	intronic	4	sense	577	none	LAPTM5	31205315	31230683	-	0	0	0	0	0
hsa-mir-3158-1	MI0014186	chr10	+	103361174	103361254	intronic	4	sense	81	hsa-miR-3158-5p	DPCD	103348089	103369410	+	0	0	1.58	0.16	0
hsa-mir-548aa-2	MI0016690	chr17	+	65467605	65467701	intronic	1	sense	93287	none	PITPNC1	65373397	65693379	+	0	0	0	0	0
hsa-mir-1243	MI0006373	chr4	+	114028019	114028111	intronic	1	sense	57051	hsa-miR-1243	ANK2	113739239	114304896	+	0	0.71	0.39	1.11	0
hsa-mir-603	MI0003616	chr10	+	24564614	24564710	intronic	2	sense	55776	hsa-miR-603	KIAA1217	23983675	24836772	+	0	0.24	0	0	0.36
hsa-mir-3120	MI0014136	chr1	+	172107948	172108028	intronic	14	sense	7520	none	DNM3	171810621	172381857	+	0	0	0	0	0
hsa-mir-6511b-1	MI0022552	chr16	-	2156670	2156754	exonic	18	sense	0	hsa-miR-6511b-3p	PKD1	2138711	2185899	-	34.98	2.62	0.39	9.52	1.07
hsa-mir-7108	MI0022959	chr19	-	2434912	2434998	intronic	5	sense	1	none	LMNB2	2428163	2456966	-	0	0	0	0	0
hsa-mir-5003	MI0017869	chr5	+	172089168	172089266	intronic	1	sense	20728	hsa-miR-5003-5p	NEURL1B	172068276	172118533	+	0	0.48	0	0	0
hsa-mir-4319	MI0015848	chr18	-	42550047	42550131	intronic	4	antisense	16742	none	SETBP1	42260138	42648475	+	0	0	0	0	0
hsa-mir-3611	MI0016001	chr10	-	35368526	35368608	intronic	1	sense	10499	hsa-miR-3611	CUL2	35297479	35379570	-	0	0.24	0.39	0	0.36
hsa-mir-3690-2	MI0023561	chrY	+	1362811	1362885	intronic	7	sense	3409	hsa-miR-3690	CSF2RA	1337693	1378828	+	0.89	1.67	0.39	0.63	1.25
hsa-mir-26a-2	MI0000750	chr12	-	58218392	58218475	intronic	5	sense	1654	hsa-miR-26a-5p	CTDSP2	58213710	58240747	-	12671	13881.8	18008.6	8691.57	15040.8
hsa-mir-590	MI0003602	chr7	+	73605528	73605624	intronic	5	sense	892	hsa-miR-590-3p	EIF4H	73588706	73611429	+	0	39.73	18.52	1.75	5.71
hsa-mir-4640	MI0017267	chr6	+	30858660	30858749	intronic	5	sense	1453	hsa-miR-4640-3p	DDR1	2363959	2380033	+	0	0	0	0.48	0
hsa-mir-1972-1	MI0009982	chr16	-	15104178	15104254	intronic	8	antisense	562	none	PDXDC1	15068833	15131552	+	0	0	0	0	0
hsa-mir-103a-1	MI0000109	chr5	-	167987901	167987978	intronic	5	sense	420	hsa-miR-103a-3p	PANK3	167982628	168006614	-	26042.6	9731.91	2557.34	18683.7	21396.8
hsa-mir-1248	MI0006383	chr3	+	186504461	186504566	intronic	7	sense	27	hsa-miR-1248	EIF4A2	186501361	186507685	+	0	0.24	5.91	0.95	0
hsa-mir-4654	MI0017282	chr1	+	162126897	162126972	intronic	2	sense	2631	hsa-miR-4654	NOS1AP	162039581	162339813	+	2.23	0	0	0.79	0
hsa-mir-6823	MI0022668	chr3	-	48587394	48587454	intronic	2	sense	97	hsa-miR-6823-5p	PFKFB4	48555117	48594227	-	0	0	0	0.16	0
hsa-mir-140	MI0000456	chr16	+	69966984	69967083	intronic	16	sense	1191	hsa-miR-140-3p	WWP2	69796187	69975644	+	11051.6	14905.2	3004.26	8959.68	14854.7
hsa-mir-4664	MI0017294	chr8	-	144815253	144815323	intronic	1	sense	538	hsa-miR-4664-3p	FAM83H	144806103	144815914	-	0	0	0	0.16	0
hsa-mir-6735	MI0022580	chr1	+	43914210	43914282	intronic	68	sense	55	hsa-miR-6735-5p	SZT2	43855556	43919918	+	1.11	0	0	1.11	0
hsa-mir-3714	MI0016135	chr3	+	16974688	16974752	exonic	1	sense	0	none	PLCL2	16926452	17132098	+	0	0	0	0	0
hsa-mir-6715a	MI0022548	chr10	+	114059370	114059448	intronic	8	sense	48	hsa-miR-6715a-3p	TECTB	114043493	114063070	+	0	0	0	0.32	0
hsa-mir-6825	MI0022670	chr3	-	127294109	127294174	intronic	9	sense	72	hsa-miR-6825-5p	TPRA1	127291907	127309602	-	0.45	0	0	0.16	0
hsa-mir-423	MI0001445	chr17	+	28444097	28444190	intronic	1	sense	216	hsa-miR-423-5p	NSRP1	28443825	28513493	+	423.5	160.11	305.04	316.82	104.24
hsa-mir-581	MI0003588	chr5	-	53247334	53247429	intronic	4	sense	161603	hsa-miR-581	ARL15	53180614	53606403	-	0	0.24	0	0	0
hsa-mir-4633	MI0017260	chr5	+	128433381	128433459	intronic	1	sense	2613	none	ISOC1	128430442	128449719	+	0	0	0	0	0
hsa-mir-6866	MI0022713	chr17	+	38318186	38318254	intronic	4	sense	22	hsa-miR-6866-3p	CASC3	38296507	38328431	+	0	0.24	0	0	0
hsa-mir-4742	MI0017380	chr1	-	224585929	224586013	intronic	11	sense	204	hsa-miR-4742-5p	WDR26	224572845	224622001	-	0	0	0	0	0.18
hsa-mir-4764	MI0017405	chr22	-	33832568	33832655	intronic	7	sense	128179	hsa-miR-4764-5p	LARGE	33669062	34316416	-	0	0	0	0.16	0
hsa-mir-1302-8	MI0006369	chr9	-	100125836	100125963	intronic	28	antisense	1113	none	C9orf174	100069910	100139577	+	0	0	0	0	0
hsa-mir-643	MI0003658	chr19	+	52785050	52785146	intronic	1	sense	12166	hsa-miR-643	ZNF766	52772824	52795976	+	0	0.24	0	0	0.18
hsa-mir-6776	MI0022621	chr17	-	2596155	2596213	intronic	19	sense	981	none	KIAA0664	2592680	2614927	-	0	0	0	0	0
hsa-mir-4677	MI0017308	chr1	+	243509478	243509557	intronic	12	sense	1845	hsa-miR-4677-3p	SDCCAG8	243419307	243663393	+	0	6.66	5.52	2.86	4.82
hsa-mir-7974	MI0025750	chr19	-	11606359	11606437	intronic	3	sense	328	hsa-miR-7974	ZNF653	11594242	11616738	-	0	0	0	0	0.18
hsa-mir-199a-2	MI0000281	chr1	-	172113675	172113784	intronic	14	antisense	13247	hsa-miR-199a-5p	DNM3	171810621	172381857	+	4.68	216.74	355.09	5.08	211.87
hsa-mir-6834	MI0022679	chr6	+	33258022	33258102	intronic	3	sense	1	hsa-miR-6834-5p	PFDN6	4731118	4732455	+	0.22	0	0	0.32	0.18
hsa-mir-6813	MI0022658	chr20	-	62708308	62708363	intronic	1	sense	2863	none	RGS19	62704535	62711324	-	0	0	0	0	0
hsa-mir-3646	MI0016046	chr20	+	43036760	43036843	intronic	3	sense	645	none	HNF4A	42984441	43061485	+	0	0	0	0	0
hsa-mir-215	MI0000291	chr1	-	220291195	220291304	intronic	12	antisense	3379	none	IARS2	220267455	220321383	+	0	0	0	0	0
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-5p	ABCF1	30539170	30559309	+	36.09	4.76	8.28	43.31	3.93
hsa-mir-548u	MI0014168	chr6	+	57254930	57255010	intronic	7	sense	7964	none	PRIM2	57182422	57513376	+	0	0	0	0	0
hsa-mir-7844	MI0025514	chr12	-	94965007	94965128	exonic	4	sense	0	none	TMCC3	94960900	95044324	-	0	0	0	0	0
hsa-mir-3186	MI0014229	chr17	-	79418130	79418214	intronic	10	antisense	3256	none	BAHCC1	79373540	79433358	+	0	0	0	0	0
hsa-mir-941-4	MI0005766	chr20	+	62551109	62551180	intronic	1	sense	24433	none	DNAJC5	62526455	62567384	+	0	0	0	0	0
hsa-mir-3194	MI0014239	chr20	-	50069442	50069514	intronic	6	sense	1571	hsa-miR-3194-5p	NFATC2	50003494	50179370	-	0	0.24	0.39	0	0.18
hsa-mir-6772	MI0022617	chr16	-	57806201	57806264	intronic	2	sense	22647	hsa-miR-6772-5p	KIFC3	57792129	57836439	-	0	0	0	0	0.18
hsa-mir-320c-2	MI0008191	chr18	+	21901650	21901699	intronic	7	antisense	11207	hsa-miR-320c	OSBPL1A	21742011	21977833	-	1172.02	28.55	117.84	1018.03	50.51
hsa-mir-625	MI0003639	chr14	+	65937820	65937904	intronic	2	sense	15384	hsa-miR-625-3p	FUT8	65877310	66210839	+	31.63	2.62	20.89	30.94	1.43
hsa-mir-4324	MI0015854	chr19	-	49812054	49812125	intronic	7	sense	8	none	SLC6A16	49792892	49828474	-	0	0	0	0	0
hsa-mir-6886	MI0022733	chr19	+	11224150	11224210	intronic	8	sense	25	hsa-miR-6886-3p	LDLR	11200038	11244505	+	0	0	0	0.16	0
hsa-mir-5699	MI0019306	chr10	-	687629	687718	intronic	1	sense	47716	hsa-miR-5699-5p	DIP2C	320130	735608	-	2	0.95	0.39	1.27	0.36
hsa-mir-7850	MI0025520	chr19	+	2630713	2630791	intronic	2	antisense	15431	none	GNG7	2511218	2702746	-	0	0	0	0	0
hsa-mir-6862-2	MI0026415	chr16	+	28735573	28735642	intronic	11	antisense	1	hsa-miR-6862-3p	EIF3C	28390903	28437775	-	0.22	0	0	0.32	0
hsa-mir-609	MI0003622	chr10	-	105978547	105978641	intronic	3	sense	6578	none	WDR96	105889646	105992120	-	0	0	0	0	0
hsa-mir-4650-1	MI0017277	chr7	-	66579309	66579384	intronic	12	antisense	15604	none	TYW1	66461817	66704498	+	0	0	0	0	0
hsa-mir-3127	MI0014144	chr2	+	97464015	97464090	intronic	3	sense	631	hsa-miR-3127-3p	CNNM4	97426639	97477628	+	0.22	0.24	0	0.48	0
hsa-mir-3181	MI0014223	chr16	+	50776216	50776288	intronic	1	sense	89	hsa-miR-3181	CYLD	50775961	50835846	+	0.67	0.24	0	0.32	0
hsa-mir-1296	MI0003780	chr10	-	65132717	65132808	intronic	2	sense	7270	hsa-miR-1296-3p	JMJD1C	64926988	65225722	-	0	0	0.39	0	0
hsa-mir-3174	MI0014208	chr15	+	90549987	90550073	intronic	1	sense	5141	hsa-miR-3174	ZNF710	90544752	90625432	+	0.22	0	0	0.32	0
hsa-mir-601	MI0003614	chr9	-	126164804	126164882	intronic	20	sense	799	none	DENND1A	126141933	126692417	-	0	0	0	0	0
hsa-mir-1233-2	MI0015973	chr15	-	34820491	34820572	intronic	13	sense	1	none	GOLGA8B	34817484	34875771	-	0	0	0	0	0
hsa-mir-548j	MI0006345	chr22	-	26951178	26951289	intronic	1	sense	34728	hsa-miR-548j-5p	TPST2	26921714	26986089	-	0.67	3.57	0.39	1.27	2.32
hsa-mir-33b	MI0003646	chr17	-	17717150	17717245	intronic	17	sense	314	hsa-miR-33b-5p	SREBF1	17714663	17740325	-	0.45	0	1.97	0.32	0
hsa-mir-1915	MI0008336	chr10	-	21785491	21785570	intronic	1	sense	109	none	C10orf114	21783421	21786213	-	0	0	0	0	0
hsa-mir-7109	MI0022960	chr22	-	32017453	32017517	exonic	6	sense	0	none	PISD	32014477	32026810	-	0	0	0	0	0
hsa-mir-6827	MI0022672	chr3	-	134086646	134086704	intronic	2	sense	2838	hsa-miR-6827-5p	AMOTL2	134074190	134093406	-	0.22	0.48	0	0.48	0
hsa-mir-3145	MI0014170	chr6	-	138756350	138756431	intronic	4	sense	11707	hsa-miR-3145-3p	NHSL1	138743181	138893668	-	0	1.19	0	0	0.36
hsa-mir-1295a	MI0006357	chr1	-	171070869	171070947	intronic	2	antisense	8938	hsa-miR-1295a	FMO3	171060018	171086959	+	0.89	0.24	0	0.95	0.36
hsa-mir-6891	MI0022738	chr6	-	31323001	31323093	intronic	4	sense	1	none	HLA-B	2668104	2671444	-	0	0	0	0	0
hsa-mir-593	MI0003605	chr7	+	127721913	127722012	intronic	18	sense	360	none	SND1	127292202	127732659	+	0	0	0	0	0
hsa-mir-3606	MI0015996	chr2	+	189860356	189860418	exonic	22	sense	0	none	COL3A1	189839099	189877472	+	0	0	0	0	0
hsa-mir-491	MI0003126	chr9	+	20716104	20716187	intronic	4	sense	695	hsa-miR-491-5p	FOCAD	20658309	20995954	+	33.19	8.56	4.34	35.85	2.5
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-5p	ABCF1	1921024	1941163	+	36.09	4.76	8.28	43.31	3.93
hsa-mir-6783	MI0022628	chr17	-	43011986	43012049	intronic	4	sense	150	hsa-miR-6783-5p	KIF18B	43002079	43025079	-	0	0.24	0	0	0
hsa-mir-767	MI0003763	chrX	-	151561893	151562001	intronic	1	sense	57617	hsa-miR-767-3p	GABRA3	151335634	151619831	-	0	0	0.39	0.16	0
hsa-mir-6730	MI0022575	chr1	-	12638985	12639051	intronic	3	sense	270	none	DHRS3	12627939	12677820	-	0	0	0	0	0
hsa-mir-4640	MI0017267	chr6	+	30858660	30858749	intronic	5	sense	1453	hsa-miR-4640-5p	DDR1	2199946	2216014	+	0.89	0	0	2.22	0
hsa-mir-4441	MI0016784	chr2	-	240007523	240007622	intronic	19	sense	1633	none	HDAC4	239969864	240322643	-	0	0	0	0	0
hsa-mir-7113	MI0022964	chr11	+	67800331	67800389	intronic	3	sense	528	hsa-miR-7113-5p	NDUFS8	67798084	67804114	+	0.45	0.24	0	1.11	0
hsa-mir-4671	MI0017302	chr1	+	234442213	234442285	intronic	3	sense	74726	none	SLC35F3	234040679	234460262	+	0	0	0	0	0
hsa-mir-586	MI0003594	chr6	-	45165411	45165507	intronic	2	sense	167431	none	SUPT3H	44794467	45345788	-	0	0	0	0	0
hsa-mir-4773-2	MI0017416	chr2	-	152224848	152224925	intronic	3	antisense	2117	hsa-miR-4773	TNFAIP6	152214106	152236562	+	0	0	1.18	0.48	0
hsa-mir-3153	MI0014180	chr9	+	91927140	91927221	intronic	1	sense	874	none	CKS2	91926113	91931618	+	0	0	0	0	0
hsa-mir-6721	MI0022556	chr6	-	32137807	32137893	exonic	6	sense	0	hsa-miR-6721-5p	AGPAT1	32135983	32145888	-	0.45	0	0	1.11	0
hsa-mir-6881	MI0022728	chr15	-	74703698	74703773	intronic	12	sense	124	hsa-miR-6881-3p	SEMA7A	74701630	74726299	-	0	0	0	0.32	0
hsa-mir-3130-2	MI0014148	chr2	+	207647958	207648032	intronic	7	sense	8837	hsa-miR-3130-5p	FASTKD2	207630112	207660911	+	0.45	0.48	0.39	0.16	0
hsa-mir-4450	MI0016795	chr4	+	77494721	77494785	intronic	2	sense	17805	hsa-miR-4450	SHROOM3	77356253	77704405	+	0	0	0	0.63	0.18
hsa-mir-6743	MI0022588	chr11	+	209336	209406	intronic	2	sense	18	hsa-miR-6743-5p	RIC8A	208530	215110	+	0	0	0	0.16	0
hsa-mir-7973-1	MI0025748	chr15	+	51606231	51606306	intronic	1	antisense	24386	none	CYP19A1	51500254	51630795	-	0	0	0	0	0
hsa-mir-943	MI0005768	chr4	-	1988111	1988204	exonic	5	sense	0	hsa-miR-943	WHSC2	1984441	2010962	-	0.22	0	0	0	0
hsa-mir-657	MI0003681	chr17	-	79099076	79099173	intronic	7	sense	1054	none	AATK	79091096	79139872	-	0	0	0	0	0
hsa-mir-4640	MI0017267	chr6	+	30858660	30858749	intronic	5	sense	1453	hsa-miR-4640-5p	DDR1	30851861	30867933	+	0.89	0	0	2.22	0
hsa-mir-5190	MI0018169	chr18	+	13459946	13460025	intronic	4	sense	21563	none	LDLRAD4	13218786	13652753	+	0	0	0	0	0
hsa-mir-1914	MI0008335	chr20	-	62572818	62572897	intronic	8	sense	2109	hsa-miR-1914-5p	UCKL1	62571182	62587800	-	0	0.24	0	0	0
hsa-mir-548f-2	MI0006375	chr2	-	213290987	213291084	intronic	1	sense	112089	none	ERBB4	212240442	213403352	-	0	0	0	0	0
hsa-mir-6726	MI0022571	chr1	-	1231490	1231550	intronic	16	sense	41	hsa-miR-6726-5p	ACAP3	1227764	1243269	-	0.22	0	0	0.32	0
hsa-mir-4646	MI0017273	chr6	-	31668806	31668868	intronic	3	sense	183	hsa-miR-4646-3p	ABHD16A	31654726	31671137	-	0.22	0	0	0	0
hsa-mir-4721	MI0017356	chr16	-	28855240	28855328	exonic	8	sense	0	hsa-miR-4721	TUFM	28853732	28857729	-	0	0	0.79	0.32	0
hsa-mir-3129	MI0014146	chr2	-	189997762	189997837	intronic	1	sense	46397	hsa-miR-3129-5p	COL5A2	189896641	190044605	-	0	0	0.39	0	0
hsa-mir-556	MI0003562	chr1	+	162312336	162312430	intronic	5	sense	9421	hsa-miR-556-3p	NOS1AP	162039581	162339813	+	0	0.24	0	0	0
hsa-mir-708	MI0005543	chr11	-	79113066	79113153	intronic	1	sense	38400	hsa-miR-708-5p	TENM4	78364328	79151695	-	55.47	23.79	45.32	192.28	142.79
hsa-mir-5703	MI0019310	chr2	+	228336848	228336903	exonic	1	sense	0	hsa-miR-5703	AGFG1	228336888	228425938	+	0	0	0	0.16	0
hsa-mir-548p	MI0006420	chr5	-	100152186	100152269	intronic	4	sense	39538	none	ST8SIA4	100142639	100238987	-	0	0	0	0	0
hsa-mir-1285-1	MI0006346	chr7	-	91833329	91833412	intronic	17	sense	9097	hsa-miR-1285-3p	KRIT1	91828283	91875414	-	0.45	2.14	1.58	0.95	0.36
hsa-mir-4683	MI0017315	chr10	-	35930100	35930180	exonic	1	sense	0	hsa-miR-4683	FZD8	35927177	35930362	-	0	0.24	0	0	0.18
hsa-mir-548as	MI0019132	chr13	+	93142416	93142473	intronic	7	sense	345174	hsa-miR-548as-3p	GPC5	92050935	93519487	+	0	0	0	0.16	0.18
hsa-mir-378a	MI0000786	chr5	+	149112388	149112453	intronic	1	sense	2405	hsa-miR-378a-5p	PPARGC1B	149109815	149234585	+	24.95	113.01	3.94	4.12	10.71
hsa-mir-1245a	MI0006380	chr2	+	189842818	189842887	intronic	1	sense	3524	hsa-miR-1245a	COL3A1	189839099	189877472	+	0	0	0.39	0	0
hsa-mir-455	MI0003513	chr9	+	116971714	116971809	intronic	10	sense	3138	hsa-miR-455-5p	COL27A1	116918231	117072975	+	49.46	48.77	61.48	3.01	107.63
hsa-mir-4673	MI0017304	chr9	-	139414020	139414078	intronic	4	sense	3224	none	NOTCH1	139388896	139440238	-	0	0	0	0	0
hsa-mir-3146	MI0014172	chr7	-	19744981	19745059	intronic	1	sense	3327	hsa-miR-3146	TWISTNB	19735085	19748660	-	0.22	1.43	0.39	0	0.71
hsa-mir-642a	MI0003657	chr19	+	46178186	46178282	intronic	7	sense	102	hsa-miR-642a-3p	GIPR	46171502	46185717	+	0.67	2.14	0.79	1.11	0.18
hsa-mir-6740	MI0022585	chr1	+	201972252	201972364	intronic	8	sense	1357	hsa-miR-6740-5p	RNPEP	201951766	201975275	+	0.22	0	0.39	0.16	0
hsa-mir-1914	MI0008335	chr20	-	62572818	62572897	intronic	8	sense	2109	hsa-miR-1914-3p	UCKL1	62571182	62587800	-	0	0	0	0.16	0
hsa-mir-1298	MI0003938	chrX	+	113949650	113949761	intronic	2	sense	101311	hsa-miR-1298-3p	HTR2C	113818551	114144624	+	5.57	0	0.79	30.62	0.36
hsa-mir-499b	MI0017396	chr20	-	33578203	33578275	intronic	22	antisense	90	none	MYH7B	33543704	33590240	+	0	0	0	0	0
hsa-mir-3605	MI0015995	chr1	-	33797994	33798093	exonic	3	sense	0	hsa-miR-3605-5p	PHC2	33789224	33841194	-	5.12	7.38	0	5.55	0.18
hsa-mir-3914-1	MI0016419	chr7	-	70772658	70772756	intronic	1	antisense	174632	hsa-miR-3914	WBSCR17	70597789	71178584	+	0	0.24	0	0.16	0
hsa-mir-4271	MI0015879	chr3	+	49311553	49311619	exonic	2	antisense	0	none	C3orf62	49306030	49314508	-	0	0	0	0	0
